name,city,state,address,pincode,contact,store_type,weekdays_timing,map_location
MORE SUPERMARKET,HYDERABAD,TELANGANA,"1-1-187/A, Behind POOJA COLLECTIONS, Chikkadpally, Hyderabad, Telangana 500020",500020,9912226114,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3807.2282337098613!2d78.4957520148765!3d17.400831288070556!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb99c1b099c32f%3A0xb7e8e37eb25c9261!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596693819074!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"H No. 3-4-510, 4, RT, Raja Bahadur Venkata Rama Reddy Rd, Barkatpura, Hyderabad, 500027",500027,9912226108,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3807.38138754592!2d78.49400091487645!3d17.393475388074993!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb99c875ee0b3f%3A0x6b0b5bee8cd208ef!2sMORE%20SUPER%20MARKET!5e0!3m2!1sen!2sin!4v1596693910809!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Sai Datta Arcade, 3-6-517 500027, Himayat Nagar Rd, Sai Vihar, Advocates Colony, Himayatnagar, Hyderabad, Telangana 500027",500027,9912226126,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3807.198446799171!2d78.48212731487656!3d17.402261588069646!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x1774b33a229ded27!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596693966877!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"H NO 2-6-143&142,Alladi Comxp Bus Stand Road, Janagaon,TG",500028,9666523279,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3807.368316776393!2d78.4403069148764!3d17.394103288074625!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xbaeab240344e3d02!2sMore%20supermarket!5e0!3m2!1sen!2sin!4v1596694007489!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"13-6-458/4, Karwan Rd, Beside Andhra Bank ATM, Haridas Nagar, Gudimalkapur, Hyderabad, Telangana 500028",500028,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3807.6400565145104!2d78.4374633!3d17.3810448!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb9707c817b6ed%3A0x6f2f47c8b839cf2d!2smore%20For%20You!5e0!3m2!1sen!2sin!4v1596694057545!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"10-2-289/25, Rd Number 2, Shantinagar Colony, Lakdikapul, Hyderabad, Telangana 500028",500028,9912226170,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3807.2015415994874!2d78.45477631487654!3d17.40211298806981!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb976a13a6cd7b%3A0x5bc5c00e1b237519!2sMore!5e0!3m2!1sen!2sin!4v1596694104152!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Pillar No-85, Ring Road, Beside Sbi Upparpally, Attapur, Hyderabad, Telangana 500030",500030,9705807132,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d30461.627708134616!2d78.4341814!3d17.3779964!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb9637e5c35f2d%3A0x73e967bd0ebdeb57!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596694184689!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"SURVEY NO.377, Hyderguda, Gumma Konda Colony, Hyderabad, Telangana 500029",500029,9912226238,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3807.374157734414!2d78.4812846!3d17.3938227!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x3886096be26ec29a!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596694446774!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"2-293/82, Jubilee Hills, Plot NO.1133, A/1133, Rd Number 36, MCH NO. 8, Jubilee Hills, Hyderabad, Telangana 500033",500033,9912226131,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3806.6178735528383!2d78.40639781487697!3d17.430116688053005!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb91367e97e34b%3A0x2c176116aa6f6c93!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596694503592!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Kothapet Rd, Mohan Nagar, Maruthi Nagar, Kothapet, Hyderabad, Telangana 500035",500035,9912226151,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3807.821101327972!2d78.54347261487612!3d17.372339388087635!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb98c2dafba129%3A0x1a9b36688c16e42a!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596694553158!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"2-4-380 & 381, Rd Number 2, Snehapuri, Snehapuri Colony, Kothapet, Hyderabad, Telangana 500035",500035,,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3807.8489903553927!2d78.55053701487608!3d17.3709979880884!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb99620c5ae673%3A0x1c470b5423381bef!2sMORE%20SuperMarket!5e0!3m2!1sen!2sin!4v1596694619934!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Plot No. 12345, Survey No. 7 & 7A,, Next To Ashta Laxmi Temple Arch, Saroornagar, Hyderabad, Telangana 500035",500035,7997950977,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3808.0058610148126!2d78.541967014876!3d17.36345098809296!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb9891ae955273%3A0x5acd639b8443a280!2sMore%20Megastore!5e0!3m2!1sen!2sin!4v1596694662819!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"16-11-16/63, Sripuram Colony, Malakpet Extension, Moosarambagh, Hyderabad, Telangana 500036",500036,9912226179,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3807.740663872507!2d78.5123604148762!3d17.376207688085298!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb98514eb6c201%3A0x54267e3cb1dfc97b!2sMore%20supermarket!5e0!3m2!1sen!2sin!4v1596694703550!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"D. NO. 7-1-277/434, Sri Ashitha's Venkat Plaza, Ground Floor, BK Guda Road SR Nagar, BK Guda, Balkampet, Hyderabad, Telangana 500038",500038,9912226177,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3806.2860286969812!2d78.44484501487716!3d17.44601878804346!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb90c17f70e83b%3A0x599482621ff4c5fa!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596694820541!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"B/20, Syed Nagar, Madhura Nagar, Hyderabad, Telangana 500873",500873,8096622228,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d7614.23547254982!2d78.42815452461718!3d17.406136552269512!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb90dac4f48de1%3A0xf789a4e9343cb2e3!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596694863475!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Boduuppal, 1-56, Ground Floor, Perzadiguda,opp: Uppal BUS Depot,beside SRI Chaitanya School Boduppal, Uppal, Hyderabad, Telangana 500039",500039,9912226862,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3807.123872280224!2d78.58455851487655!3d17.405841988067575!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb993037e6e2d7%3A0x21ae0a7e55ba6ec2!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596694890881!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"5-12-4/1/1, Mangapuram Colony, HB Colony Main Rd, Krishna Nagar, Moula Ali, Secunderabad, Telangana 500040",500040,9912226149,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3806.1219291012303!2d78.5626901!3d17.4538773!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb9c0aa00d927b%3A0x4bcf8ae0545ca08c!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596694962217!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Alekhya Apartments, 1-8-703 TO712, University Road, New Nallakunta, Hyderabad, Telangana 500044",500044,9912226152,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3807.2550863369343!2d78.50355661487656!3d17.399541788071335!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x453932a77fe96b5b!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596695032326!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA," PLOT NO. 61, ROAD NO. 2,PARIMALA RESIDENCY, SRI KRISHNA NAGAR JUBLIEE HILLS, Yousufguda Basti, Yousufguda, Hyderabad, Telangana 500045",500045,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7613.040946307567!2d78.4142381!3d17.4347856!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb91295f9d9013%3A0xe9bac4830e8d7664!2sMore!5e0!3m2!1sen!2sin!4v1596695088773!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"SY.NO: 8, # 7-4-29/3.LANE ADJT. TO GOOD LUCK CAFE Ferozguda Bowenpally SECUNDE, Hyderabad, Telangana 500047",500047,9912226119,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d60898.84061115863!2d78.49983112053222!3d17.45121463823078!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb908ec2f5ff83%3A0xe1db3c1a372bdddf!2sMore%20supermarket!5e0!3m2!1sen!2sin!4v1596695253315!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Venkateshwara Nilayam, Anand Bagh Main Rd, Opp. Rishi Hospital, Kalyan Nagar, Hyderabad, Telangana 500047",500047,9912226107,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3806.058828576303!2d78.54463301487729!3d17.456898188037073!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb9b94e5b5711d%3A0x2393bd11ac948ea!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596695320540!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Sai Shivaral Tower Opp Old Mig Next Bajaj Show Room,Nallagandla, Telangana 500050",500050,9912226199,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3805.4525676086614!2d78.31102791487768!3d17.48589668801958!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xd723ad8ca331e645!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596695377893!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Beside Icici Bank, Allwyn X Road, Widia Colony, Miyapur, Hyderabad, Telangana 500050",500050,9705011153,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3805.306623531198!2d78.35042101487782!3d17.492870488015406!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1766299f005f82dd%3A0x40ac6c32b0bbfee2!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596695421594!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Church Rd, Gangaram, Chanda Nagar, Hyderabad, Telangana 500050",500050,9912225641,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3805.291604864041!2d78.32580191487783!3d17.49358798801507!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb928df049c2e3%3A0x124e2a84d7034086!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596695469981!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"KRUPA COMPLEX : VASALA COMPLEX, 30-1607/5, SURYANAGAR ENCLAVE, Safilguda, Secunderabad, Telangana 500056",500056,9912049998,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d30443.721237520374!2d78.4834687!3d17.4852951!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb9ba33aaaaaab%3A0xeff7ef1022989dd3!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596695496382!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"H.No, 16-28, Cross Road, Sainath Colony, P & T Colony, Dilsukhnagar, Hyderabad, Telangana 500060",500060,9912226155,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d243615.19853334536!2d78.2779489!3d17.436367!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6016fcb339df39b%3A0xeca108a984ff90d1!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596695535401!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Bank Colony, Boudhanagar Colony, Secunderabad, Telangana 500061",500061,9912228543,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d243614.45428940022!2d78.2772615!3d17.4369243!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb99814787254b%3A0xa6214c9749356a8b!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596695585855!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"1-45, Main Road 11,, Mylargada Rd, Seethaphalmandi, Padmarao Nagar, Secunderabad, Telangana 500061",500061,9705680022,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3806.665503616615!2d78.51515251487689!3d17.427833088054385!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb9980f15d96ad%3A0x16d822f4788d0db7!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596695640886!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"LIG MIG-B-164, Maruthi Nagar, Swamik Nagar, A. S. Rao Nagar, Secunderabad, Telangana 500062",500062,9505569922,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3805.6566496413593!2d78.5537756!3d17.4761403!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb9b82ea2d8133%3A0xdb7984ea7eaa2a27!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596695672511!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"PNO:17,GROUND FLOOR, ANDHRABANK,SAINIK ENCLAVE, X ROAD, HYD-500062",500062,9912225647,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3805.4629180421794!2d78.5517412!3d17.485402!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb9b7a0a10f193%3A0xaef760d644c846f2!2sMore!5e0!3m2!1sen!2sin!4v1596696025814!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"HNO: 1-19-97/1/1, “G “Block, Dr A.S Rao Nagar, Secunderabad Hyderabad 500062",500062,9553077100,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3805.6221914006574!2d78.5473943148776!3d17.477787988024534!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x58875aea46edca23!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596695770446!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Ecil Kamalanagar, H.NO. 1-7 175/2, Plot NO Muncipality B-2 KamalaNagar Housing Colony, Kapra, Hyderabad, Telangana 500062",500062,9912226118,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3805.7647375697425!2d78.56428251487752!3d17.470970888028504!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcba1e8efffffff%3A0x738212137d1a09c0!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596695805485!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Plot NO: 40, Ground Floor Electronic Complex Extension, Kushaiguda, Keesara, Hyderabad, Telangana 500062",500062,9912226141,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3805.718795623866!2d78.56868871487755!3d17.473168288027235!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb99cd87dc821b%3A0xeb6e1657eb5f7a2e!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596695833919!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Ground Floor, Plot No: 5 & 6 , Door No. 3-9-585/2, Besides SBH, Sahara Branch, Mansoorabad Rd, L. B. Nagar, Hyderabad, Telangana 500008",500008,9133333564,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3808.352220085999!2d78.56542681487583!3d17.346776488102925!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb9f537f955209%3A0x92bb88f9a804348b!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596696101555!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA," Sri Indraprastha Colony, Krushi Nagar, Bandlaguda, Nagole, Hyderabad, Telangana 500068",500068,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d1903.9361018649815!2d78.573577!3d17.3698814!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb9f9e09eb5cb3%3A0xf3dddec9c06d7466!2sMore%20supermarket%20Bandlaguda!5e0!3m2!1sen!2sin!4v1596696233866!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA," Plot NO. 76 Ashoka Chamber's OPP: Andra Bank, B N Reddy Nagar, Hyderabad, Telangana 500070",500070,9912226106,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d60928.78138255245!2d78.4771797!3d17.3613829!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcba185e228a6ed%3A0xc810ac7df4650095!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596696275982!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"-H.No. 12-11-1531, Bhoudhanagar Main Road, Opp : Arts College Railway Stn,Warasiguda, Telangana 500070",500070,9912226110,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3806.8785842870725!2d78.51706681487676!3d17.417613488060468!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x7148707e4f4c5862!2sMore%20supermarket!5e0!3m2!1sen!2sin!4v1596696323446!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Hayath Nagar,Ground Floor,SY.No 293,Ward 4,Block 9, Beside HDFC Bank",500070,9705680033,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3808.720940200952!2d78.5731923148755!3d17.3290083881136!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x2d530140ec956a17!2sMore%20supermarket!5e0!3m2!1sen!2sin!4v1596696381494!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Dwarakamai Nagar Colony, Vanasthalipuram, Hyderabad, Telangana 500070",500070,9705680033,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d60938.8493355619!2d78.5456019!3d17.3310745!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcba1dca78db8c5%3A0xdcd35ef5b845bd08!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596696416981!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Ganesh Temple, Plot NO.52, VRC, Near Ganesh Temple, Phase I, Vanasthalipuram, Hyderabad, Telangana 500070",500070,9912226123,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3808.684989297021!2d78.56715781487551!3d17.330741588112595!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcba1f9a99d2703%3A0x9b090d51665279a!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596696481208!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"PLOT NO. 1-2-31/7, 7A, PLOT NO 6 & 7 MANEMMA NILAYAM, Nizampet Rd, Hyderabad, Telangana 500072",500072,9912226154,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15219.823857966261!2d78.3749938!3d17.5096154!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x26328853dbeacb90!2sMore%20Super%20market!5e0!3m2!1sen!2sin!4v1596696539187!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"X Road, Beside Nri Academy, Nizampet, Hyderabad, Telangana 500072",500072,9705217979,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15219.823857966261!2d78.3749938!3d17.5096154!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1a0d941cee4518e7%3A0x772268fd9a1dc7dc!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596696598004!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Rain Tree Park, Club House 3, Malaysian Twp, Kukatpally Housing Board Colony, Hyderabad, Telangana 500072",500072,9705908968,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3805.5954913412625!2d78.3888239!3d17.4790646!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb9185f162b595%3A0x57b896c86db56026!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596696655351!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Hmt Sathavahana Nagar, Kukatpally, Hyderabad, Telangana 500072",500072,,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3805.1693233862347!2d78.3976549148779!3d17.49942878801163!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb91452929b3df%3A0x912062a4dc9e5fd9!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596696725045!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"7, Ramalayam Rd, Venkat Rao Nagar, Kukatpally, Hyderabad, Telangana 500072, India",500072,,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3805.327366102717!2d78.41182411487786!3d17.49187948801604!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb91b8c1f3fae7%3A0x4ae0996428a4ac4e!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596696777619!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA," D.No.74, Survey No 1092/A, 1092/C, Balaji Nagar, Kukatpally, Hyderabad, Telangana 500072",500072,9705924040,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3805.4873784245056!2d78.40701791487768!3d17.48423288802059!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x177b081063efd8df%3A0x2755c68674c5c81a!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596696824144!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Plot No, 22 A, Allwyn Colony Rd, Vijaya Nagar Colony, Kukatpally, Hyderabad, Telangana 500057",500072,9912226140,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3805.195835327946!2d78.4072254!3d17.4981626!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9301863837d349ef%3A0xd99d9de7f207e5df!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596696856714!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Saroornagar Mandal,Balapur ""X"" Road, 39 & 39/1, RCI Rd, Meerpet, Hyderabad, Telangana 500079",500079,9705771451,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15235.20284585278!2d78.5181349!3d17.325162!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x7a1f95cdd5dc1a3b!2sMore%20Market!5e0!3m2!1sen!2sin!4v1596696888660!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Janatha Commercial Complex, Main Rd, Opp. Srikara Rice Depot, Meerpet, Hyderabad, Telangana 500097",500097,9912226144,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15235.20284585278!2d78.5181349!3d17.325162!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x7a1f95cdd5dc1a3b!2sMore%20Market!5e0!3m2!1sen!2sin!4v1596696888660!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"H.NO, 1-1-686/B, Opposite To Canara Bank, New Bakaram, Vigneswar Enclave, Gandhi Nagar, Kavadiguda, Hyderabad, Telangana 500080",500080,9912226122,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3806.9734887380223!2d78.48782141487668!3d17.41305988806316!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb99ed70000001%3A0x1656bfbe2b632a2f!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596696968892!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Mazher Road, Near Sai Baba Temple, P S Rao Nagar, Dammaiguda, Secunderabad, Telangana 500083",500083,9705004284,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15221.093153431151!2d78.568244!3d17.494463!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb9cebf08a41f3%3A0x261288bb892e6a96!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596697060171!5m2!1sen!2sin
