name,city,state,address,pincode,contact,store_type,weekdays_timing,map_location
"MORE MEGASTORE, SARJAPUR",BENGALURU,KARNATAKA,"Market Square Mall, 3rd And 4th Floor Sarjapur Main Road, Koikondrahalli, Ambalipura, Haralur, Karnataka 560103",560103,9071744006,Hypermart,9:00 am to 9:00 pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15555.449433654356!2d77.662485!3d12.9165668!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae13722f400001%3A0xb30961743f18dcae!2sMore%20Megastore!5e0!3m2!1sen!2sin!4v1596552508520!5m2!1sen!2sin
"MORE MEGASTORE, SAROOR NAGAR",HYDERABAD,TELANGANA,"Plot No. 12345, Survey No. 7 & 7A,, Next To Ashta Laxmi Temple Arch, Saroornagar, Hyderabad, Telangana 500035",500035,7997950977,Hypermart,7:00 am to 7:00 pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3808.005860767367!2d78.541967!3d17.363451!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb9891ae955273%3A0x5acd639b8443a280!2sMore%20Megastore!5e0!3m2!1sen!2sin!4v1596551193386!5m2!1sen!2sin
"MORE MEGASTORE, THANE",THANE,MAHARASHTRA,"Survey No. 23, Hissa No. 1, 2nd Part And Survey No. 24, R Mall Godbunder Road, Chitalsar, Manpada, Thane West, Mumbai, Maharashtra 400047",400047,8424020328,Hypermart,7:00 am to 5:00 pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3767.1998491123945!2d72.9752079149036!3d19.230120086999726!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x906e67ce32d31fc!2sMore%20Megastore!5e0!3m2!1sen!2sin!4v1596550914080!5m2!1sen!2sin
"MORE MEGASTORE, VAISHNAVI",BENGALURU,KARNATAKA,"G/1 Floor, Vaishnavi Sapphire Mall, Metro Pillar 341, Adj.Yeshwantpur Railway Station, Bengaluru-Tumkur Road, Bengaluru, Karnataka 560022",560022,9071833944,Hypermart,9:00 am to 9:00 pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3887.1733986411264!2d77.54611161482255!3d13.024627390821172!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xd5569fb014998362!2sMore%20Megastore!5e0!3m2!1sen!2sin!4v1596552432956!5m2!1sen!2sin
"MORE SUPERMARKET
",PATHANAMTHITTA,KERALA,"Ground Floor, Saradora Complex, AjiNagar, Kannamkottu, Adoor, Kerala 691523",691523,9961883445,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15756.025767366704!2d76.7239157!3d9.1538899!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xf7c5051fd2aa8a7%3A0x8f3c160b5c6dc4e0!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596690304145!5m2!1sen!2sin
"MORE SUPERMARKET
",ERANAKULAM,KERALA,"Shop No. 1235, Civil Line Rd, Alinchuvadu, Padivattom, Ernakulam, Kerala 682028",682028,9961994431,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d62869.14385543487!2d76.2791205!3d9.9902802!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b080d0297fa074f%3A0xe2588a706e6ba2f1!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596690353938!5m2!1sen!2sin
"MORE SUPERMARKET
",ERANAKULAM,KERALA,"Kalathil Complex Bridge Road Near Bank Employees Cooperative Society, Aluva, Kerala 683001",683001,9961994439,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3927.8317932890295!2d76.3523534147951!3d10.112850892773878!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b080f28d2ad245f%3A0xebfdc1c1294f617e!2sMore%20supermarket!5e0!3m2!1sen!2sin!4v1596690397211!5m2!1sen!2sin
"MORE SUPERMARKET
",TRIVANDRUM,KERALA,"Thiruvananthapuram - Ponmudi Rd, Samithy Nagar, Ambalamukku, Thiruvananthapuram, Kerala 695005",695005,9961883459,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3945.6524959836006!2d76.96089881478306!3d8.533077293865778!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b05b978947e4eef%3A0xc260c25d229cb2b2!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596690522275!5m2!1sen!2sin
"MORE SUPERMARKET
",KOTTAYAM,KERALA,"31/454, Ground Floor, Kandamkeril Buildings Mathumoola, Changanassery, 686101",686101,9961994446,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15742.32840083574!2d76.5366512!3d9.4579928!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b0626395874d7d9%3A0x695cd2c0d6d0ce6b!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596690563567!5m2!1sen!2sin
"MORE SUPERMARKET
",ALAPPUZHA,KERALA,"Valuthadathil Complex, Ground Floor, SH 1, Near Sky Jewelery, Chengannur, Kerala 690502",690502,9961883439,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3937.175559993557!2d76.6130548!3d9.3177075!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x59882f29fa80391%3A0xc5a2363559108412!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596690845906!5m2!1sen!2sin
"MORE SUPERMARKET
",TRIVANDRUM,KERALA,"Ground Floor,16/1852, DPI Junction, Jagathy, Kerala 695014",695014,9961883483,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3946.0439054295375!2d76.9603609!3d8.4951122!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b05bbb2b89db121%3A0x48dc631d63097e96!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596690896228!5m2!1sen!2sin
"MORE SUPERMARKET
",ERANAKULAM,KERALA,"Elamakkara, Kochi, Kerala 682026",682026,8606360699,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d62867.46248162697!2d76.2749297!3d9.9989753!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b080d9e416e4cab%3A0x3b804289a67cb884!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596690934679!5m2!1sen!2sin
"MORE SUPERMARKET
",KOTTAYAM,KERALA,"Zam Zam Plaza, Pala Rd, Ettumanoor, Kerala 686631",686631,9526036277,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3933.1168294742597!2d76.55915231479149!3d9.671057993077193!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x22b7d34eb0157c75%3A0xca4a0d24d7a0a30d!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596690982118!5m2!1sen!2sin
"MORE SUPERMARKET
",TRIVANDRUM,KERALA,"General Hospital TC 27/1491, Sabari Heights, Convent Road, General Hospital Jn, Thiruvananthapuram, Kerala 695001",695001,9961883460,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15784.03206961335!2d76.9345219!3d8.4986002!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1a77d87883fa5a35%3A0xe93e92a6fa19cd8!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596691019566!5m2!1sen!2sin
"MORE SUPERMARKET
",ALAPPUZHA,KERALA,"Ace Mall, Kacheri Jct Rd, Jn, Haripad, 690514",690514,9526095700,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3937.556628073921!2d76.45453731478855!3d9.283847693344317!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x588eefda8e6274ab!2sAdithya%20Birla%20More%20Supermarket!5e0!3m2!1sen!2sin!4v1596691116495!5m2!1sen!2sin
"MORE SUPERMARKET
",CALICUT,KERALA,"Majelan Building, Jaffer Khan Colony Rd, Kozhikode, Kerala 673004",673004,9961994498,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d62606.25028439302!2d75.7611209!3d11.2694485!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x198f6151b3370f69%3A0x64a71c0b897eda21!2sMore!5e0!3m2!1sen!2sin!4v1596691178089!5m2!1sen!2sin
"MORE SUPERMARKET
",ERNAKULAM,KERALA,"Image Buildings, Seaport - Airport Rd, Near TV Center, Kochi, Kerala 682031",682031,9961994440,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d2003414.6805939828!2d74.6745581!3d11.2673426!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b080c8cbcd30511%3A0x1a8a821bd2be582e!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596691397342!5m2!1sen!2sin
"MORE SUPERMARKET
",KOTTAYAM,KERALA,"Madukkakakuzhy Arcade,Kanjirappally, Kerala 686555",686555,8606457577,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3934.4641455861283!2d76.78838181479064!3d9.555197193156973!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xeafd1e232f070e0e!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596691222774!5m2!1sen!2sin
"MORE SUPERMARKET
",ALAPPUZHA,KERALA,"Centre Point, Kayamkulam - Pathanapuram Rd, Near Post Office, Kayamkulam, Kerala 690502",690502,9961883424,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3938.767160906284!2d76.50278851478777!3d9.175464193419328!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b061c4afc4db6e5%3A0x8329099135f2b527!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596691317909!5m2!1sen!2sin
"MORE SUPERMARKET
",ERNAKULAM,KERALA,"Palakkattu Buildings, Kesavanpady, Thiruvankulam, Kochi, Kerala 682305",682305,9961883450,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3929.8433135704736!2d76.36419181479371!3d9.946991692887526!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xed5abb801537ce5%3A0xc181c87dce775b6b!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596691544292!5m2!1sen!2sin
"MORE SUPERMARKET
",ERANAKULAM,KERALA,"Kolencherry, ,ellora Towersopp Indian OIL Petrol Pump.,moovattupuzha Roadkolenchery, Kolenchery, 682311",682311,9961994441,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3929.452749178325!2d76.47538551479408!3d9.979408992865219!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b07dfe1685b676f%3A0xb81fe0d1de9df94a!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596691584335!5m2!1sen!2sin
"MORE SUPERMARKET
",PATHANAMTHITTA,KERALA,"Konni, Kerala 689691",689691,9207135544,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3938.1965953585186!2d76.84748921478811!3d9.226706293383833!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xcffbba4064bb09df!2sMore%20supermarket!5e0!3m2!1sen!2sin!4v1596691628403!5m2!1sen!2sin
"MORE SUPERMARKET
",ERANAKULAM,KERALA,"Emcees Complex
Koothattukulam, Kerala 686662",686662,7025250033,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3930.86621236462!2d76.59347551479306!3d9.861589992946131!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x76ade67f668d2f68!2sMore%20Supermarket%20Aditya%20Birla%20Group!5e0!3m2!1sen!2sin!4v1596691672320!5m2!1sen!2sin
"MORE SUPERMARKET
",ERNAKULAM,KERALA,"New Building, Ground Floor, Jawahar Rd, Opp. Shanthi Nagar, Koovapadam, Kochi, Kerala 682002",682002,9961994447,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3929.7837788938823!2d76.24877241479378!3d9.951939892884084!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b086d41b371ac2f%3A0x4adb456be294a2ce!2sMore!5e0!3m2!1sen!2sin!4v1596691748003!5m2!1sen!2sin
"MORE SUPERMARKET
",KOTTAYAM,KERALA,"Valayil Building, Near Catholic Syrian Bank, Kalathipady, Kerala 686010",686010,9961994442,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15736.315237889075!2d76.550381!3d9.5884753!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b062c7e6e692b93%3A0xbf2e25315c66f473!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596691853393!5m2!1sen!2sin
"MORE SUPERMARKET
",KOTTAYAM,KERALA,"Kurishumoodu, Changanassery, Kerala 686104",686104,9961883426,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3935.55692892632!2d76.55365801478992!3d9.460192293222496!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b0625f8c031c6a7%3A0xc73062a3c0418289!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596691902129!5m2!1sen!2sin
"MORE SUPERMARKET
",KOTTAYAM,KERALA,"Kanjikuzhi, Kottayam, Kerala 686018",686018,,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3934.1250959276176!2d76.54526781479092!3d9.584483993136766!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x2f3ccabce39cb031!2sMore%20Supermarket%2C%20Manganam%20Kurisu!5e0!3m2!1sen!2sin!4v1596691946344!5m2!1sen!2sin
"MORE SUPERMARKET
",PATHANAMTHITTA,KERALA,"Manjadi, Kerala 689105",689105,7510113336,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d251923.2097952861!2d76.4524995!3d9.3950337!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b0625860333b059%3A0x2f2cc65c5deb3a9e!2sMore%20Super%20Market%20Manjadi!5e0!3m2!1sen!2sin!4v1596691987197!5m2!1sen!2sin
"MORE SUPERMARKET
",PALAKKAD,KERALA,"Ground Floor, Apsara Complex, Opp Ansari Printers, Near Private Bus Stand, Mannarkkad, Kerala 678582",678582,9961994496,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3916.6506749939804!2d76.45138671480265!3d10.989717992177004!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1993dc6237d27f8b%3A0xfda0aac4db776976!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596692059551!5m2!1sen!2sin
"MORE SUPERMARKET
",TRIVANDRUM,KERALA,"Lakshmi Towers, Ground Floor, Marappalam Rd, Pattom, Thiruvananthapuram, Kerala 695004",695004,9961883473,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3945.7969367175424!2d76.94277251478299!3d8.519086693875572!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b05bbdc39f173eb%3A0xc1e57f1dd1d57a50!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596692277304!5m2!1sen!2sin
"MORE SUPERMARKET
",ALAPPUZHA,KERALA,"Kottanadu, Old Mavelikkara, Mavelikara, Kerala 690101",689101,8606018933,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3937.9532897420722!2d76.5377525!3d9.2484718!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b061f682e684ed3%3A0xf709bface530f79e!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596693027637!5m2!1sen!2sin
"MORE SUPERMARKET
",CALICUT,KERALA,"Gf, Opp. Malabar Institute Of Medical Science, Kozhikode, Kerala 673016",673016,9961994480,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d31303.145064716377!2d75.7814108!3d11.2692655!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3ba6596711618b51%3A0xf380dd155fda1ab4!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596693072555!5m2!1sen!2sin
"MORE SUPERMARKET
",ERANAKULAM,KERALA,"P O, Kallarickal Building, Next To Union Bank Of India, Mulanthuruthy, Kerala 682314",682314,9961883414,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d62884.752880081665!2d76.344655!3d9.9091988!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b087417c6fdd9e7%3A0x5eb9d2814900af85!2sMore!5e0!3m2!1sen!2sin!4v1596693114644!5m2!1sen!2sin
"MORE SUPERMARKET
",CALICUT,KERALA,"Silver City Apartments, NGO Quarters, NGO Colony, Marrykunnu, Kozhikode, Kerala 673012",673012,9961883419,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3912.5710060964916!2d75.81877!3d11.2929126!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3ba65c180f2d40f5%3A0x8471fd3b080a30a9!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596693157321!5m2!1sen!2sin
"MORE SUPERMARKET
",ERNAKULAM,KERALA,"Mathew Paulo Arcade”, Near K.M.K. Junction, North Paravoor, Kochi, Kerala 683513",683513,9961883430,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7855.081807133778!2d76.2248078!3d10.1366138!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1a449b7181ba2b9f%3A0x6b5c078d82f55570!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596693297351!5m2!1sen!2sin
"MORE SUPERMARKET
",ERANAKULAM,KERALA,"Ground Floor, St. George Building, Lourde Hospital Rd, Near Best Bakery, Pachalam, Kochi, Kerala 682012",682012,9961994463,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15716.429764684925!2d76.26922972735835!3d10.007983385530137!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b080d6448127b25%3A0x175878ccb1b24e3a!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596693347435!5m2!1sen!2sin
"MORE SUPERMARKET
",ERNAKULAM,KERALA,"134, Jyothi, Main Avenue, Near GCDA Complex, Panampilly Nagar, Kochi, Kerala 682036",682036,9961994436,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d1964.8253138148584!2d76.2945294!3d9.9629979!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x109d62826c56f58b%3A0xc7124ac8c46704a4!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596693398883!5m2!1sen!2sin
"MORE SUPERMARKET
",PATHANAMTHITTA,KERALA,"Mulamoottil Diamond Tower, MC Road, Pandalam P.O",689501,7510113332,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3937.2275401117786!2d76.61968401478879!3d9.313095993324094!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x81b6b925f2b48e08!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596693442599!5m2!1sen!2sin
"MORE SUPERMARKET
",TRIVANDRUM,KERALA,"Ground Floor, Anupama Plaza, Thiruvananthapuram - Ponmudi Rd, Pattom P.O, Paruthippara, Thiruvananthapuram, Kerala 695015",695015,9961883453,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3945.6365814209553!2d76.94004531478313!3d8.53461739386476!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b05b967eccf841f%3A0x5db20cf25cb19028!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596693487377!5m2!1sen!2sin
"MORE SUPERMARKET
",PATHANAMTHITTA,KERALA,"Mampra Heights, Opp. District Corporative Bank, Near KSRTC Bus Stand, Pathanamthitta, Kerala",689645,9961883429,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7875.591342296343!2d76.7765938!3d9.2625449!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b06150de162583f%3A0xa4b912b645c72f0b!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596693524530!5m2!1sen!2sin
"MORE SUPERMARKET
",PALAKKAD,KERALA,"Near, Ground Floor,Alex Chambers, Alex Theatre - Kaithali Temple Road, Mele, Pattambi, Kerala 679306",679306,9961994495,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3919.0246635737685!2d76.19712851480104!3d10.809422792299118!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x196a9cb9c43e9e35%3A0xc05d2c191451c993!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596693631523!5m2!1sen!2sin
"MORE SUPERMARKET
",KOTTAYAM,KERALA,"Ground Floor Mohana Complex, Ponkunnam, 686506",686506,9961994445,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15737.37661196365!2d76.7540173!3d9.5655722!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xad75240ac306431e!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596693739356!5m2!1sen!2sin
"MORE SUPERMARKET
",THRISSUR,KERALA,"Palissery Towers, Ground Floor, Near Tata Motors, Punkunnam, Thrissur, Kerala 680002",680002,9961883495,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7845.123707621846!2d76.1962743!3d10.535134!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3ba7ee5e00f5910f%3A0xa109f68838e3efc0!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596693789836!5m2!1sen!2sin
"MORE SUPERMARKET
",TRIVANDRUM,KERALA,"Medical College, CSN Tower, Door No: 1, 93(2, Prasanth Nagar Rd, PSC Nagar, Ulloor, Thiruvananthapuram, Kerala 695011",695011,9526036011,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3945.7238909166304!2d76.91968171478304!3d8.526164793870652!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1962575d2831c0f9%3A0x82e8983b0757fff2!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596693836372!5m2!1sen!2sin
"MORE SUPERMARKET
",KOTTAYAM,KERALA,"Payyil Kohinoor Arcade, Sankranthi, Kottayam, Kerala 686028",686028,9961883427,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3933.6553748582255!2d76.53657911479117!3d9.62491219310893!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1a0bb74bbc77cef5%3A0x5c427c06c441c9dd!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596693885489!5m2!1sen!2sin
"MORE SUPERMARKET
",PATHANAMTHITTA,KERALA,"Deepa Towers, Near Deepa Theatre, Thiruvalla, Kerala 689101",689101,9961994493,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15745.782008355016!2d76.5672775!3d9.3822385!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b06246daed8dffd%3A0x5f524867313a6806!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596694117029!5m2!1sen!2sin
"MORE SUPERMARKET
",IDUKKI,KERALA,"Puthiri Towers, Bus Stand, Kothaikunnu Bypass Rd, Near K.S .R.T.C, Thodupuzha, Kerala 685584",685584,9961883406,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3930.485306173833!2d76.71283311479334!3d9.89347709292426!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x181a33ac66042e6f%3A0x6a16b317253331e5!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596694194122!5m2!1sen!2sin
"MORE SUPERMARKET
",ERNAKULAM,KERALA,"Survey No.583/5,584/1F1, 583/4A, Edappally - Pukkattupady Rd, Opp. Cardinal Higher Secondary School, Judgemukku, Thrikkakara, Kerala 682021",682021,9961994448,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3928.7819147489263!2d76.3315017147945!3d10.034847092827244!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b080c441a37bff5%3A0xc3b5844216f3e576!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596694232606!5m2!1sen!2sin
"MORE SUPERMARKET
",ERANAKULAM,KERALA,"Nediyath Square, Hill Palace Rd, Opp. Royal Bakery, Market Junction, Thrippunithura, Kochi, Kerala 682301",682301,9961994437,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15718.881095649085!2d76.3437093!3d9.9572154!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3b08736fa484d239%3A0x2e1b2023d2c7349a!2sMore!5e0!3m2!1sen!2sin!4v1596694338006!5m2!1sen!2sin
"MORE SUPERMARKET
",ERANAKULAM,KERALA,"A&A International,Palakat's Building, Udayamperoor P.O, Kerala 682301",682301,8547894859,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3929.9542086334554!2d76.3441737147937!3d9.937768192893827!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x32ef4aaa5bb160c1!2sMORE%20SUPERMARKET!5e0!3m2!1sen!2sin!4v1596694277591!5m2!1sen!2sin
"MORE SUPERMARKET
",TRIVANDRUM,KERALA,"Ground Floor, Artech Rohini, Vattiyoorkavu, Thiruvananthapuram, Kerala 695013",695013,9961883428,Supermarket,8am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d1972.869131022387!2d76.9888143!3d8.5247727!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x19a40bec0c125e2f%3A0xd8bb2809bb419c9e!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596694475114!5m2!1sen!2sin
